date,total,accept,badge,comment,post,review,revision,suggest
1218499200,0,0,0,0,0,0,0,0
1219104000,0,0,0,0,0,0,0,0
1219708800,0,0,0,0,0,0,0,0
1220313600,0,0,0,0,0,0,0,0
1220918400,0,0,0,0,0,0,0,0
1221523200,0,0,0,0,0,0,0,0
1222128000,0,0,0,0,0,0,0,0
1222732800,0,0,0,0,0,0,0,0
1223337600,0,0,0,0,0,0,0,0
1223942400,0,0,0,0,0,0,0,0
1224547200,0,0,0,0,0,0,0,0
1225152000,0,0,0,0,0,0,0,0
1225756800,0,0,0,0,0,0,0,0
1226361600,0,0,0,0,0,0,0,0
1226966400,0,0,0,0,0,0,0,0
1227571200,0,0,0,0,0,0,0,0
1228176000,0,0,0,0,0,0,0,0
1228780800,0,0,0,0,0,0,0,0
1229385600,0,0,0,0,0,0,0,0
1229990400,0,0,0,0,0,0,0,0
1230595200,0,0,0,0,0,0,0,0
1231200000,0,0,0,0,0,0,0,0
1231804800,0,0,0,0,0,0,0,0
1232409600,0,0,0,0,0,0,0,0
1233014400,0,0,0,0,0,0,0,0
1233619200,0,0,0,0,0,0,0,0
1234224000,0,0,0,0,0,0,0,0
1234828800,0,0,0,0,0,0,0,0
1235433600,0,0,0,0,0,0,0,0
1236038400,0,0,0,0,0,0,0,0
1236643200,0,0,0,0,0,0,0,0
1237248000,0,0,0,0,0,0,0,0
1237852800,0,0,0,0,0,0,0,0
1238457600,0,0,0,0,0,0,0,0
1239062400,0,0,0,0,0,0,0,0
1239667200,0,0,0,0,0,0,0,0
1240272000,0,0,0,0,0,0,0,0
1240876800,0,0,0,0,0,0,0,0
1241481600,0,0,0,0,0,0,0,0
1242086400,0,0,0,0,0,0,0,0
1242691200,0,0,0,0,0,0,0,0
1243296000,0,0,0,0,0,0,0,0
1243900800,0,0,0,0,0,0,0,0
1244505600,0,0,0,0,0,0,0,0
1245110400,0,0,0,0,0,0,0,0
1245715200,0,0,0,0,0,0,0,0
1246320000,0,0,0,0,0,0,0,0
1246924800,0,0,0,0,0,0,0,0
1247529600,0,0,0,0,0,0,0,0
1248134400,0,0,0,0,0,0,0,0
1248739200,0,0,0,0,0,0,0,0
1249344000,0,0,0,0,0,0,0,0
1249948800,0,0,0,0,0,0,0,0
1250553600,0,0,0,0,0,0,0,0
1251158400,0,0,0,0,0,0,0,0
1251763200,0,0,0,0,0,0,0,0
1252368000,0,0,0,0,0,0,0,0
1252972800,0,0,0,0,0,0,0,0
1253577600,0,0,0,0,0,0,0,0
1254182400,0,0,0,0,0,0,0,0
1254787200,0,0,0,0,0,0,0,0
1255392000,0,0,0,0,0,0,0,0
1255996800,0,0,0,0,0,0,0,0
1256601600,0,0,0,0,0,0,0,0
1257206400,0,0,0,0,0,0,0,0
1257811200,0,0,0,0,0,0,0,0
1258416000,0,0,0,0,0,0,0,0
1259020800,0,0,0,0,0,0,0,0
1259625600,0,0,0,0,0,0,0,0
1260230400,0,0,0,0,0,0,0,0
1260835200,0,0,0,0,0,0,0,0
1261440000,0,0,0,0,0,0,0,0
1262044800,0,0,0,0,0,0,0,0
1262649600,0,0,0,0,0,0,0,0
1263254400,0,0,0,0,0,0,0,0
1263859200,0,0,0,0,0,0,0,0
1264464000,0,0,0,0,0,0,0,0
1265068800,0,0,0,0,0,0,0,0
1265673600,0,0,0,0,0,0,0,0
1266278400,0,0,0,0,0,0,0,0
1266883200,0,0,0,0,0,0,0,0
1267488000,0,0,0,0,0,0,0,0
1268092800,0,0,0,0,0,0,0,0
1268697600,0,0,0,0,0,0,0,0
1269302400,0,0,0,0,0,0,0,0
1269907200,0,0,0,0,0,0,0,0
1270512000,0,0,0,0,0,0,0,0
1271116800,0,0,0,0,0,0,0,0
1271721600,0,0,0,0,0,0,0,0
1272326400,0,0,0,0,0,0,0,0
1272931200,0,0,0,0,0,0,0,0
1273536000,0,0,0,0,0,0,0,0
1274140800,0,0,0,0,0,0,0,0
1274745600,0,0,0,0,0,0,0,0
1275350400,0,0,0,0,0,0,0,0
1275955200,0,0,0,0,0,0,0,0
1276560000,0,0,0,0,0,0,0,0
1277164800,0,0,0,0,0,0,0,0
1277769600,0,0,0,0,0,0,0,0
1278374400,0,0,0,0,0,0,0,0
1278979200,0,0,0,0,0,0,0,0
1279584000,0,0,0,0,0,0,0,0
1280188800,0,0,0,0,0,0,0,0
1280793600,0,0,0,0,0,0,0,0
1281398400,0,0,0,0,0,0,0,0
1282003200,0,0,0,0,0,0,0,0
1282608000,0,0,0,0,0,0,0,0
1283212800,0,0,0,0,0,0,0,0
1283817600,0,0,0,0,0,0,0,0
1284422400,0,0,0,0,0,0,0,0
1285027200,0,0,0,0,0,0,0,0
1285632000,0,0,0,0,0,0,0,0
1286236800,0,0,0,0,0,0,0,0
1286841600,0,0,0,0,0,0,0,0
1287446400,0,0,0,0,0,0,0,0
1288051200,0,0,0,0,0,0,0,0
1288656000,0,0,0,0,0,0,0,0
1289260800,0,0,0,0,0,0,0,0
1289865600,0,0,0,0,0,0,0,0
1290470400,0,0,0,0,0,0,0,0
1291075200,0,0,0,0,0,0,0,0
1291680000,0,0,0,0,0,0,0,0
1292284800,0,0,0,0,0,0,0,0
1292889600,0,0,0,0,0,0,0,0
1293494400,0,0,0,0,0,0,0,0
1294099200,0,0,0,0,0,0,0,0
1294704000,0,0,0,0,0,0,0,0
1295308800,0,0,0,0,0,0,0,0
1295913600,0,0,0,0,0,0,0,0
1296518400,0,0,0,0,0,0,0,0
1297123200,0,0,0,0,0,0,0,0
1297728000,0,0,0,0,0,0,0,0
1298332800,0,0,0,0,0,0,0,0
1298937600,0,0,0,0,0,0,0,0
1299542400,0,0,0,0,0,0,0,0
1300147200,0,0,0,0,0,0,0,0
1300752000,0,0,0,0,0,0,0,0
1301356800,0,0,0,0,0,0,0,0
1301961600,0,0,0,0,0,0,0,0
1302566400,0,0,0,0,0,0,0,0
1303171200,0,0,0,0,0,0,0,0
1303776000,0,0,0,0,0,0,0,0
1304380800,0,0,0,0,0,0,0,0
1304985600,0,0,0,0,0,0,0,0
1305590400,0,0,0,0,0,0,0,0
1306195200,0,0,0,0,0,0,0,0
1306800000,0,0,0,0,0,0,0,0
1307404800,0,0,0,0,0,0,0,0
1308009600,0,0,0,0,0,0,0,0
1308614400,0,0,0,0,0,0,0,0
1309219200,0,0,0,0,0,0,0,0
1309824000,0,0,0,0,0,0,0,0
1310428800,0,0,0,0,0,0,0,0
1311033600,0,0,0,0,0,0,0,0
1311638400,0,0,0,0,0,0,0,0
1312243200,0,0,0,0,0,0,0,0
1312848000,0,0,0,0,0,0,0,0
1313452800,0,0,0,0,0,0,0,0
1314057600,0,0,0,0,0,0,0,0
1314662400,0,0,0,0,0,0,0,0
1315267200,0,0,0,0,0,0,0,0
1315872000,0,0,0,0,0,0,0,0
1316476800,0,0,0,0,0,0,0,0
1317081600,0,0,0,0,0,0,0,0
1317686400,0,0,0,0,0,0,0,0
1318291200,0,0,0,0,0,0,0,0
1318896000,0,0,0,0,0,0,0,0
1319500800,0,0,0,0,0,0,0,0
1320105600,0,0,0,0,0,0,0,0
1320710400,0,0,0,0,0,0,0,0
1321315200,0,0,0,0,0,0,0,0
1321920000,0,0,0,0,0,0,0,0
1322524800,0,0,0,0,0,0,0,0
1323129600,0,0,0,0,0,0,0,0
1323734400,0,0,0,0,0,0,0,0
1324339200,0,0,0,0,0,0,0,0
1324944000,0,0,0,0,0,0,0,0
1325548800,0,0,0,0,0,0,0,0
1326153600,0,0,0,0,0,0,0,0
1326758400,0,0,0,0,0,0,0,0
1327363200,0,0,0,0,0,0,0,0
1327968000,0,0,0,0,0,0,0,0
1328572800,0,0,0,0,0,0,0,0
1329177600,0,0,0,0,0,0,0,0
1329782400,0,0,0,0,0,0,0,0
1330387200,0,0,0,0,0,0,0,0
1330992000,0,0,0,0,0,0,0,0
1331596800,0,0,0,0,0,0,0,0
1332201600,0,0,0,0,0,0,0,0
1332806400,0,0,0,0,0,0,0,0
1333411200,0,0,0,0,0,0,0,0
1334016000,0,0,0,0,0,0,0,0
1334620800,0,0,0,0,0,0,0,0
1335225600,0,0,0,0,0,0,0,0
1335830400,0,0,0,0,0,0,0,0
1336435200,0,0,0,0,0,0,0,0
1337040000,0,0,0,0,0,0,0,0
1337644800,0,0,0,0,0,0,0,0
1338249600,0,0,0,0,0,0,0,0
1338854400,0,0,0,0,0,0,0,0
1339459200,0,0,0,0,0,0,0,0
1340064000,0,0,0,0,0,0,0,0
1340668800,0,0,0,0,0,0,0,0
1341273600,0,0,0,0,0,0,0,0
1341878400,0,0,0,0,0,0,0,0
1342483200,0,0,0,0,0,0,0,0
1343088000,0,0,0,0,0,0,0,0
1343692800,0,0,0,0,0,0,0,0
1344297600,0,0,0,0,0,0,0,0
1344902400,0,0,0,0,0,0,0,0
1345507200,0,0,0,0,0,0,0,0
1346112000,0,0,0,0,0,0,0,0
1346716800,0,0,0,0,0,0,0,0
1347321600,0,0,0,0,0,0,0,0
1347926400,0,0,0,0,0,0,0,0
1348531200,0,0,0,0,0,0,0,0
1349136000,0,0,0,0,0,0,0,0
1349740800,0,0,0,0,0,0,0,0
1350345600,0,0,0,0,0,0,0,0
1350950400,0,0,0,0,0,0,0,0
1351555200,0,0,0,0,0,0,0,0
1352160000,0,0,0,0,0,0,0,0
1352764800,0,0,0,0,0,0,0,0
1353369600,0,0,0,0,0,0,0,0
1353974400,0,0,0,0,0,0,0,0
1354579200,0,0,0,0,0,0,0,0
1355184000,20,0,5,3,7,0,3,2
1355788800,17,0,5,5,6,0,1,0
1356393600,2,0,0,1,1,0,0,0
1356998400,8,0,1,1,4,0,2,0
1357603200,17,1,1,7,3,0,4,1
1358208000,9,1,0,6,2,0,0,0
1358812800,13,0,0,4,6,0,2,1
1359417600,1,0,0,1,0,0,0,0
1360022400,4,0,0,2,1,0,1,0
1360627200,1,0,0,0,1,0,0,0
1361232000,2,0,0,0,1,0,1,0
1361836800,6,0,0,2,2,0,1,1
1362441600,5,0,1,3,1,0,0,0
1363046400,6,0,1,4,1,0,0,0
1363651200,91,0,6,26,22,8,25,4
1364256000,2,0,0,2,0,0,0,0
1364860800,55,0,3,21,9,4,12,6
1365465600,156,0,2,55,19,13,41,26
1366070400,110,0,3,49,18,23,10,7
1366675200,53,0,2,10,7,9,11,14
1367280000,163,1,2,59,30,38,32,1
1367884800,460,0,5,35,23,222,172,3
1368489600,326,0,1,43,16,177,82,7
1369094400,296,0,0,37,8,193,56,2
1369699200,545,0,5,59,17,346,113,5
1370304000,583,0,4,69,12,368,128,2
1370908800,448,0,0,45,9,287,107,0
1371513600,177,0,0,4,1,143,28,1
1372118400,408,0,4,22,8,338,36,0
1372723200,213,0,1,10,3,179,20,0
1373328000,204,0,0,12,3,174,15,0
1373932800,267,0,2,10,5,219,30,1
1374537600,62,0,0,6,2,44,10,0
1375142400,131,1,1,14,2,100,13,0
1375747200,26,1,0,10,3,4,8,0
1376352000,141,0,0,8,2,121,10,0
1376956800,133,1,0,4,1,120,7,0
1377561600,19,0,0,0,0,19,0,0
1378166400,19,0,0,2,0,16,1,0
1378771200,158,1,0,5,2,133,17,0
1379376000,36,0,0,6,0,30,0,0
1379980800,66,0,0,9,2,45,10,0
1380585600,13,0,1,1,0,11,0,0
1381190400,3,0,0,1,1,0,1,0
1381795200,87,0,1,0,0,83,3,0
1382400000,96,0,0,6,0,75,15,0
1383004800,82,0,1,0,1,71,9,0
1383609600,26,0,2,1,0,20,3,0
1384214400,99,0,0,1,0,96,2,0
1384819200,5,0,0,0,0,0,5,0
1385424000,243,0,2,18,14,158,49,2
1386028800,216,0,0,9,1,176,30,0
1386633600,158,0,1,9,1,140,7,0
1387238400,153,0,1,2,1,143,6,0
1387843200,166,0,1,2,2,144,17,0
1388448000,21,0,0,2,1,11,7,0
1389052800,86,0,1,4,1,72,8,0
1389657600,23,0,0,2,1,17,3,0
1390262400,3,0,0,0,0,3,0,0
1390867200,3,0,0,0,0,1,2,0
1391472000,73,0,2,5,5,48,13,0
1392076800,69,0,1,12,3,46,7,0
1392681600,310,0,3,26,9,243,29,0
1393286400,166,0,3,8,2,124,29,0
1393891200,174,0,1,3,2,163,5,0
1394496000,232,0,0,5,5,213,9,0
1395100800,103,1,0,3,2,91,6,0
1395705600,212,0,1,1,2,202,6,0
1396310400,234,0,0,1,1,213,19,0
1396915200,174,0,0,4,4,153,13,0
1397520000,67,0,1,0,0,60,6,0
1398124800,81,0,0,5,1,71,4,0
1398729600,89,0,1,0,0,81,7,0
1399334400,42,0,0,2,1,34,5,0
1399939200,142,0,0,1,1,120,20,0
1400544000,36,0,0,0,0,28,8,0
1401148800,3,0,0,0,0,3,0,0
1401753600,3,0,0,0,0,3,0,0
1402358400,22,0,0,0,0,20,2,0
1402963200,159,0,1,2,1,139,16,0
1403568000,62,0,0,7,4,45,6,0
1404172800,49,0,1,10,10,23,5,0
1404777600,106,0,3,7,10,74,12,0
1405382400,57,0,0,6,8,32,11,0
1405987200,69,0,0,15,11,28,15,0
1406592000,37,1,0,5,5,20,6,0
1407196800,20,0,0,7,1,10,2,0
1407801600,5,0,0,2,0,2,1,0
1408406400,8,0,2,4,1,0,1,0
1409011200,22,1,0,3,1,10,7,0
1409616000,16,1,1,1,2,8,3,0
1410220800,50,0,1,3,2,37,7,0
1410825600,10,1,1,4,2,1,1,0
1411430400,38,0,1,4,4,21,8,0
1412035200,35,0,0,2,3,27,3,0
1412640000,126,0,2,41,36,16,31,0
1413244800,35,0,0,6,6,18,5,0
1413849600,22,0,0,1,3,11,7,0
1414454400,67,1,3,4,2,45,12,0
1415059200,29,0,0,2,0,22,5,0
1415664000,24,0,2,4,0,12,6,0
1416268800,24,0,1,2,4,4,13,0
1416873600,21,0,2,5,4,7,3,0
1417478400,62,0,0,1,0,59,2,0
1418083200,8,0,1,0,0,6,1,0
1418688000,24,0,0,0,2,16,6,0
1419292800,16,0,1,2,2,7,4,0
1419897600,19,0,1,0,0,15,3,0
1420502400,16,0,1,1,0,5,9,0
1421107200,45,0,0,7,1,26,11,0
1421712000,32,0,2,2,3,7,18,0
1422316800,10,0,0,0,0,1,9,0
1422921600,13,0,1,0,0,0,12,0
1423526400,5,0,0,1,1,1,2,0
1424131200,13,0,2,1,0,5,5,0
1424736000,21,0,0,2,0,12,7,0
1425340800,152,0,1,2,0,120,29,0
1425945600,102,0,1,2,0,64,35,0
1426550400,63,0,0,0,0,52,11,0
1427155200,76,1,1,2,1,66,5,0
1427760000,51,0,2,0,0,47,2,0
1428364800,143,0,3,11,3,95,31,0
1428969600,195,0,0,10,3,149,33,0
